01001	Autauga	9	32259	Alabama
01003	Baldwin	98	78556	Alabama
01005	Barbour	19	24756	Alabama
01007	Bibb	5	15723	Alabama
01009	Blount	9	36459	Alabama
01011	Bullock	9	10596	Alabama
01013	Butler	14	21680	Alabama
01015	Calhoun	146	119761	Alabama
01017	Chambers	33	39191	Alabama
01019	Cherokee	8	18760	Alabama
01021	Chilton	9	30612	Alabama
01023	Choctaw	9	16839	Alabama
01025	Clarke	15	27702	Alabama
01027	Clay	6	13703	Alabama
01029	Cleburne	6	12595	Alabama
01031	Coffee	34	38533	Alabama
01033	Colbert	59	54519	Alabama
01035	Conecuh	6	15884	Alabama
01037	Coosa	1	11377	Alabama
01039	Covington	34	36850	Alabama
01041	Crenshaw	7	14110	Alabama
01043	Cullman	53	61642	Alabama
01045	Dale	39	47821	Alabama
01047	Dallas	74	53981	Alabama
01049	De Kalb	23	53658	Alabama
01051	Elmore	29	43390	Alabama
01053	Escambia	28	38440	Alabama
01055	Etowah	139	103057	Alabama
01057	Fayette	11	18809	Alabama
01059	Franklin	27	28350	Alabama
01061	Geneva	9	24253	Alabama
01063	Greene	4	11021	Alabama
01065	Hale	9	15604	Alabama
01067	Henry	5	15302	Alabama
01069	Houston	122	74632	Alabama
01071	Jackson	28	51407	Alabama
01073	Jefferson	2148	671324	Alabama
01075	Lamar	7	16453	Alabama
01077	Lauderdale	106	80546	Alabama
01079	Lawrence	16	30170	Alabama
01081	Lee	97	76283	Alabama
01083	Limestone	21	46005	Alabama
01085	Lowndes	5	13253	Alabama
01087	Macon	64	26829	Alabama
01089	Madison	322	196966	Alabama
01091	Marengo	12	25047	Alabama
01093	Marion	14	30041	Alabama
01095	Marshall	48	65622	Alabama
01097	Mobile	708	364980	Alabama
01099	Monroe	12	22651	Alabama
01101	Montgomery	414	197038	Alabama
01103	Morgan	109	90231	Alabama
01105	Perry	6	15012	Alabama
01107	Pickens	13	21481	Alabama
01109	Pike	24	28050	Alabama
01111	Randolph	9	20075	Alabama
01113	Russell	31	47356	Alabama
01115	St Clair	14	41205	Alabama
01117	Shelby	35	66298	Alabama
01119	Sumter	14	16908	Alabama
01121	Talladega	54	73826	Alabama
01123	Tallapoosa	32	38676	Alabama
01125	Tuscaloosa	275	137541	Alabama
01127	Walker	47	68660	Alabama
01129	Washington	6	16821	Alabama
01131	Wilcox	5	14755	Alabama
01133	Winston	8	21953	Alabama
02020	Anchorage	82	174431	Alaska
04001	Apache	45	52108	Arizona
04003	Cochise	92	85686	Arizona
04005	Coconino	125	75008	Arizona
04007	Gila	35	37080	Arizona
04009	Graham	13	22862	Arizona
04011	Greenlee	10	11406	Arizona
04013	Maricopa	3834	1509052	Arizona
04015	Mohave	63	55865	Arizona
04017	Navajo	62	67629	Arizona
04019	Pima	1816	531443	Arizona
04021	Pinal	74	90918	Arizona
04023	Santa Cruz	26	20459	Arizona
04025	Yavapai	143	68145	Arizona
04027	Yuma	99	90554	Arizona
05001	Arkansas	20	24175	Arkansas
05003	Ashley	14	26538	Arkansas
05005	Baxter	44	27409	Arkansas
05007	Benton	104	78115	Arkansas
05009	Boone	42	26067	Arkansas
05011	Bradley	5	13803	Arkansas
05013	Calhoun	1	6079	Arkansas
05015	Carroll	16	16203	Arkansas
05017	Chicot	16	17793	Arkansas
05019	Clark	19	23326	Arkansas
05021	Clay	9	20616	Arkansas
05023	Cleburne	22	16909	Arkansas
05025	Cleveland	3	7868	Arkansas
05027	Columbia	24	26644	Arkansas
05029	Conway	9	19505	Arkansas
05031	Craighead	111	63239	Arkansas
05033	Crawford	16	36892	Arkansas
05035	Crittenden	39	49499	Arkansas
05037	Cross	10	20434	Arkansas
05039	Dallas	7	10515	Arkansas
05041	Desha	12	19760	Arkansas
05043	Drew	11	17910	Arkansas
05045	Faulkner	36	46192	Arkansas
05047	Franklin	7	14705	Arkansas
05049	Fulton	7	9975	Arkansas
05051	Garland	158	70531	Arkansas
05053	Grant	4	13008	Arkansas
05055	Greene	30	30744	Arkansas
05057	Hempstead	10	23635	Arkansas
05059	Hot Spring	14	26819	Arkansas
05061	Howard	13	13459	Arkansas
05063	Independence	30	30147	Arkansas
05065	Izard	11	10768	Arkansas
05067	Jackson	20	21646	Arkansas
05069	Jefferson	126	90718	Arkansas
05071	Johnson	14	17423	Arkansas
05073	Lafayette	2	10213	Arkansas
05075	Lawrence	11	18447	Arkansas
05077	Lee	12	15539	Arkansas
05079	Lincoln	4	13369	Arkansas
05081	Little River	8	13952	Arkansas
05083	Logan	14	20144	Arkansas
05085	Lonoke	16	34518	Arkansas
05087	Madison	5	11373	Arkansas
05089	Marion	10	11334	Arkansas
