1,10,FAIRFIELD,184203,9001
1,30,HARTFORD,195480,9003
1,50,LITCHFIELD,63672,9005
1,70,MIDDLESEX,41760,9007
1,90,NEW HAVEN,269163,9009
1,110,NEW LONDON,82758,9011
1,130,TOLLAND,24523,9013
1,150,WINDHAM,46861,9015
1,0,CONNECTICUT,908420,9000
2,10,ANDROSCOGGIN,54242,23001
2,30,AROOSTOOK,60744,23003
2,50,CUMBERLAND,100689,23005
2,70,FRANKLIN,18444,23007
2,90,HANCOCK,37241,23009
2,110,KENNEBEC,59117,23011
2,130,KNOX,30406,23013
2,150,LINCOLN,19669,23015
2,170,OXFORD,32238,23017
2,190,PENOBSCOT,76246,23019
2,210,PISCATAQUIS,16949,23021
2,230,SAGADAHOC,20330,23023
2,250,SOMERSET,33849,23025
2,270,WALDO,24185,23027
2,290,WASHINGTON,45232,23029
2,310,YORK,64885,23031
2,0,MAINE,694466,23000
3,10,BARNSTABLE,27826,25001
3,30,BERKSHIRE,95667,25003
3,50,BRISTOL,252029,25005
3,70,DUKES,4561,25007
3,90,ESSEX,357030,25009
3,110,FRANKLIN,41209,25011
3,130,HAMPDEN,175603,25013
3,150,HAMPSHIRE,58820,25015
3,170,MIDDLESEX,565696,25017
3,190,NANTUCKET,3006,25019
3,210,NORFOLK,151539,25021
3,230,PLYMOUTH,113985,25023
3,250,SUFFOLK,611417,25025
3,270,WORCESTER,346958,25027
3,0,MASSACHUSETTS,2805346,25000
4,10,BELKNAP,19526,33001
4,30,CARROLL,16895,33003
4,50,CHESHIRE,31321,33005
4,70,COOS,29468,33007
4,90,GRAFTON,40844,33009
4,110,HILLSBOROUGH,112640,33011
4,130,MERRIMACK,52430,33013
4,150,ROCKINGHAM,51118,33015
4,170,STRAFFORD,39337,33017
4,190,SULLIVAN,18009,33019
4,0,NEW HAMPSHIRE,411588,33000
5,10,BRISTOL,13144,44001
5,30,KENT,29976,44003
5,50,NEWPORT,32599,44005
5,70,PROVIDENCE,328683,44007
5,90,WASHINGTON,24154,44009
5,0,RHODE ISLAND,428556,44000
6,10,ADDISON,21912,50001
6,30,BENNINGTON,21705,50003
6,50,CALEDONIA,24381,50005
6,70,CHITTENDEN,39600,50007
6,90,ESSEX,8056,50009
6,110,FRANKLIN,30198,50011
6,130,GRAND ISLE,4462,50013
6,150,LAMOILLE,12289,50015
6,170,ORANGE,19313,50017
6,190,ORLEANS,22024,50019
6,210,RUTLAND,44209,50021
6,230,WASHINGTON,36607,50023
6,250,WINDHAM,26660,50025
6,270,WINDSOR,32225,50027
6,0,VERMONT,343641,50000
11,10,KENT,32762,10001
11,30,NEW CASTLE,109697,10003
11,50,SUSSEX,42276,10005
11,0,DELAWARE,184735,10000
12,10,ATLANTIC,46402,34001
12,30,BERGEN,78441,34003
