1,0,CONNECTICUT,3405565,9000,841688,,470183
1,10,"Fairfield, CT",882567,9001,226214,,117163
1,30,"Hartford, CT",857183,9003,210832,,125628
1,50,"Litchfield, CT",182193,9005,44846,,25941
1,70,"Middlesex, CT",155071,9007,35980,,21085
1,90,"New Haven, CT",824008,9009,201679,,119292
1,110,"New London, CT",259088,9011,63231,,33765
1,130,"Tolland, CT",136364,9013,31520,,13869
1,150,"Windham, CT",109091,9015,27386,,13440
2,0,MAINE,1274923,23000,301238,,183402
2,10,"Androscoggin, ME",103793,23001,24836,,14962
2,30,"Aroostook, ME",73938,23003,16720,,12551
2,50,"Cumberland, ME",265612,23005,61962,,35324
2,70,"Franklin, ME",29467,23007,6929,,4184
2,90,"Hancock, ME",51791,23009,11543,,8285
2,110,"Kennebec, ME",117114,23011,27927,,16605
2,130,"Knox, ME",39618,23013,8859,,6832
2,150,"Lincoln, ME",33616,23015,7627,,6107
2,170,"Oxford, ME",54755,23017,13234,,8793
2,190,"Penobscot, ME",144919,23019,33100,,18920
2,210,"Piscataquis, ME",17235,23021,4034,,2995
2,230,"Sagadahoc, ME",35214,23023,9074,,4334
2,250,"Somerset, ME",50888,23025,12563,,7278
2,270,"Waldo, ME",36280,23027,8776,,4947
2,290,"Washington, ME",33941,23029,7781,,5856
2,310,"York, ME",186742,23031,46273,,25429
3,0,MASSACHUSETTS,6349097,25000,1500064,,860162
3,10,"Barnstable, MA",222230,25001,45440,,51265
3,30,"Berkshire, MA",134953,25003,30187,,24223
3,50,"Bristol, MA",534678,25005,131718,,75512
3,70,"Dukes, MA",14987,25007,3398,,2153
3,90,"Essex, MA",723419,25009,182187,,100306
3,110,"Franklin, MA",71535,25011,16788,,10180
3,130,"Hampden, MA",456228,25013,118858,,66251
3,150,"Hampshire, MA",152251,25015,29850,,18327
3,170,"Middlesex, MA",1465396,25017,329073,,187307
3,190,"Nantucket, MA",9520,25019,1828,,1000
3,210,"Norfolk, MA",650308,25021,152342,,93734
3,230,"Plymouth, MA",472822,25023,126487,,55772
3,250,"Suffolk, MA",689807,25025,139460,,76163
3,270,"Worcester, MA",750963,25027,192448,,97969
4,0,NEW HAMPSHIRE,1235786,33000,309562,,147970
4,10,"Belknap, NH",56325,33001,13319,,8496
4,30,"Carroll, NH",43666,33003,9882,,7789
4,50,"Cheshire, NH",73825,33005,17197,,10086
4,70,"Coos, NH",33111,33007,7558,,6113
4,90,"Grafton, NH",81743,33009,17890,,10973
