1,0,CONNECTICUT,1380631,9000,,542557,,530311,0.115949367
1,10,FAIRFIELD,320936,9001,,125171,,126374,0.099069243
1,30,HARTFORD,336027,9003,,131647,,134544,0.124114627
1,50,LITCHFIELD,76262,9005,,30814,,26596,0.103032178
1,70,MIDDLESEX,47550,9007,,17937,,15849,0.155004859
1,90,NEW HAVEN,415214,9009,,166157,,161943,0.124196782
1,110,NEW LONDON,104611,9011,,39393,,37780,0.109421292
1,130,TOLLAND,27216,9013,,10840,,8756,0.099922541
1,150,WINDHAM,52815,9015,,20598,,18469,0.103475513
2,0,MAINE,768014,23000,,292823,,258682,0.178125587
2,10,ANDROSCOGGIN,65796,23001,,24775,,23435,0.156232214
2,30,AROOSTOOK,81728,23003,,41844,,25435,0.134671126
2,50,CUMBERLAND,124376,23005,,43536,,45412,0.214260687
2,70,FRANKLIN,19825,23007,,7335,,6891,0.184615385
2,90,HANCOCK,30361,23009,,11089,,9214,0.204463643
2,110,KENNEBEC,63844,23011,,22772,,21099,0.182902584
2,130,KNOX,26245,23013,,8014,,8595,0.212605833
2,150,LINCOLN,15976,23015,,5402,,4496,0.152207002
2,170,OXFORD,37700,23017,,14427,,12616,0.176365796
2,190,PENOBSCOT,87684,23019,,33584,,29850,0.216702664
2,210,PISCATAQUIS,20554,23021,,7430,,7473,0.204204204
2,230,SAGADAHOC,23021,23023,,7790,,8425,0.12755102
2,250,SOMERSET,37171,23025,,14312,,11969,0.19911259
2,270,WALDO,21328,23027,,7217,,6360,0.15158371
2,290,WASHINGTON,41709,23029,,17366,,13105,0.183184594
2,310,YORK,70696,23031,,25930,,24307,0.133407449
3,0,MASSACHUSETTS,3852356,25000,,1440849,,1479123,0.160140905
3,10,BARNSTABLE,26670,25001,,9241,,7988,0.234567901
3,30,BERKSHIRE,113033,25003,,43697,,40995,0.135953366
3,50,BRISTOL,359005,25005,,145588,,133735,0.113192686
3,70,DUKES,4372,25007,,1477,,1310,0.204968944
3,90,ESSEX,482156,25009,,176719,,184158,0.148773568
3,110,FRANKLIN,49361,25011,,18840,,17213,0.16439643
3,130,HAMPDEN,300305,25013,,116932,,120579,0.151116857
3,150,HAMPSHIRE,69599,25015,,27671,,24101,0.16741501
3,170,MIDDLESEX,778352,25017,,286716,,296447,0.199698919
3,190,NANTUCKET,2797,25019,,858,,858,0.238636364
3,210,NORFOLK,219081,25021,,78674,,83272,0.226371551
3,230,PLYMOUTH,156968,25023,,55312,,57765,0.164677465
3,250,SUFFOLK,835522,25025,,303393,,339365,0.150445348
3,270,WORCESTER,455135,25027,,175731,,171337,0.136421053
4,0,NEW HAMPSHIRE,443083,33000,,162057,,153640,0.154516299
4,10,BELKNAP,21178,33001,,7246,,6764,0.197396963
4,30,CARROLL,15017,33003,,4810,,4962,0.150501672
4,50,CHESHIRE,30975,33005,,11412,,10148,0.144802867
4,70,COOS,36093,33007,,15215,,12736,0.120526316
4,90,GRAFTON,40572,33009,,14217,,13907,0.17839871
4,110,HILLSBOROUGH,135512,33011,,51843,,49933,0.15734625
4,130,MERRIMACK,51770,33013,,17327,,17214,0.152587351
4,150,ROCKINGHAM,52498,33015,,18447,,17622,0.173093402
4,170,STRAFFORD,38546,33017,,13943,,13187,0.124183007
4,190,SULLIVAN,20922,33019,,7597,,7167,0.148300721
5,0,RHODE ISLAND,604397,44000,,235760,,227405,0.107689271
5,10,BRISTOL,23113,44001,,10118,,8033,0.081010453
5,30,KENT,38269,44003,,15604,,13233,0.143939394
5,50,NEWPORT,42893,44005,,17232,,15533,0.07928465
5,70,PROVIDENCE,475190,44007,,183826,,182265,0.108157415
5,90,WASHINGTON,24932,44009,,8980,,8341,0.154901961
6,0,VERMONT,352428,50000,,135386,,116052,0.181337817
6,10,ADDISON,18666,50001,,7142,,5722,0.198055893
6,30,BENNINGTON,21577,50003,,7732,,7570,0.100172712
6,50,CALEDONIA,25762,50005,,9957,,8321,0.199145299
6,70,CHITTENDEN,43708,50007,,17377,,15007,0.187473551
6,90,ESSEX,7364,50009,,2993,,2449,0.145772595
6,110,FRANKLIN,30026,50011,,12282,,9801,0.1466039
6,130,GRAND ISLE,3784,50013,,1636,,1178,0.085427136
6,150,LAMOILLE,11858,50015,,4727,,3662,0.230072464
6,170,ORANGE,17279,50017,,6304,,5154,0.217573222
6,190,ORLEANS,23913,50019,,9938,,7519,0.152972028
6,210,RUTLAND,46213,50021,,18021,,15322,0.202630297
6,230,WASHINGTON,38921,50023,,14809,,13083,0.206593407
6,250,WINDHAM,26373,50025,,9043,,8550,0.180530973
6,270,WINDSOR,36984,50027,,13425,,12714,0.192330383
11,0,DELAWARE,223003,10000,,86482,,83027,0.132328916
11,10,KENT,31023,10001,,12669,,9545,0.138121547
11,30,NEW CASTLE,148239,10003,,55399,,59356,0.122618728
11,50,SUSSEX,43741,10005,,18414,,14126,0.162570888
12,0,NEW JERSEY,3155900,34000,,1258016,,1229801,0.100395795
12,10,ATLANTIC,83914,34001,,29870,,32808,0.120670698
12,30,BERGEN,210703,34003,,87680,,79987,0.104105423
12,50,BURLINGTON,81770,34005,,30944,,30640,0.098991173
12,70,CAMDEN,190508,34007,,75235,,73946,0.071911829
12,90,CAPE MAY,19460,34009,,7125,,6589,0.153846154
12,110,CUMBERLAND,61348,34011,,23862,,20886,0.106761566
12,130,ESSEX,652089,34013,,253425,,265252,0.112164948
12,150,GLOUCESTER,48224,34015,,18624,,17100,0.107582938
12,170,HUDSON,629154,34017,,258307,,253534,0.074226153
12,190,HUNTERDON,32885,34019,,11623,,10665,0.141580756
12,210,MERCER,159881,34021,,63104,,62901,0.115733333
12,230,MIDDLESEX,162334,34023,,72655,,61779,0.121610629
12,250,MONMOUTH,104925,34025,,38542,,37434,0.137162029
12,270,MORRIS,82694,34027,,30536,,30746,0.135519126
12,290,OCEAN,22155,34029,,7902,,7583,0.157114625
12,310,PASSAIC,259174,34031,,106883,,102982,0.071554432
12,330,SALEM,36572,34033,,14362,,13507,0.102984201
12,350,SOMERSET,47991,34035,,19249,,17259,0.139228598
12,370,SUSSEX,24905,34037,,9444,,8540,0.134502924
12,390,UNION,200157,34039,,81389,,79745,0.109614067
12,410,WARREN,45057,34041,,17255,,15918,0.102933608
13,0,NEW YORK,10385227,36000,,3870546,,4159304,0.114264961
13,10,ALBANY,186106,36001,,61683,,74737,0.131908964
13,30,ALLEGANY,36842,36003,,12980,,11751,0.192870783
13,50,BRONX,732016,36005,,292004,,312983,0.091981641
13,70,BROOME,113610,36007,,39295,,44443,0.123569794
13,90,CATTARAUGUS,71323,36009,,27471,,24566,0.140252867
13,110,CAYUGA,65221,36011,,21816,,23366,0.156426687
13,130,CHAUTAUQUA,115348,36013,,43782,,39981,0.168768546
13,150,CHEMUNG,65872,36015,,22480,,25183,0.25063149
13,170,CHENANGO,34969,36017,,11350,,11488,0.19273743
13,190,CLINTON,43898,36019,,18281,,14805,0.113284804
13,210,COLUMBIA,38930,36021,,13495,,12640,0.136721113
13,230,CORTLAND,29625,36023,,9919,,9978,0.216356877
13,250,DELAWARE,42774,36025,,15526,,13796,0.224146982
13,270,DUTCHESS,91747,36027,,30882,,33009,0.132719124
13,290,ERIE,634688,36029,,243001,,254586,0.111595759
13,310,ESSEX,31871,36031,,12209,,11358,0.175161522
13,330,FRANKLIN,43541,36033,,18516,,14431,0.137836604
13,350,FULTON,44927,36035,,14423,,16212,0.127501429
13,370,GENESEE,37976,36037,,14144,,12435,0.164333536
13,390,GREENE,25796,36039,,8442,,8217,0.143695015
13,410,HAMILTON,3970,36041,,1440,,1444,0.084745763
13,430,HERKIMER,64962,36043,,23160,,24352,0.138438325
13,450,JEFFERSON,82250,36045,,28473,,29055,0.14147018
13,470,KINGS,2018356,36047,,817055,,816220,0.079442739
13,490,LEWIS,23704,36049,,8877,,7396,0.119402985
13,510,LIVINGSTON,36830,36051,,13375,,12400,0.188747731
13,530,MADISON,39535,36053,,13486,,12923,0.15060241
13,550,MONROE,352034,36055,,126325,,141788,0.131650363
13,570,MONTGOMERY,57928,36057,,20857,,21421,0.091470952
13,590,NASSAU,126120,36059,,49933,,49059,0.117624148
13,610,NEW YORK,2284103,36061,,802801,,1025154,0.098112136
13,630,NIAGARA,118705,36063,,45342,,46629,0.103435259
13,650,ONEIDA,182833,36065,,67604,,68142,0.147422294
13,670,ONONDAGA,241465,36067,,84510,,95797,0.187558118
13,690,ONTARIO,52652,36069,,18595,,17732,0.178507993
13,710,ORANGE,119844,36071,,41947,,44550,0.187822165
13,730,ORLEANS,28619,36073,,10384,,9193,0.173300166
13,750,OSWEGO,71045,36075,,25846,,23580,0.158765511
13,770,OTSEGO,46200,36077,,14773,,15051,0.197107659
13,790,PUTNAM,10802,36079,,3764,,3592,0.138297872
13,810,QUEENS,469042,36081,,185510,,191309,0.071872384
13,830,RENSSELAER,113129,36083,,36856,,42862,0.144077237
13,850,RICHMOND,116531,36085,,46636,,44727,0.076840982
13,870,ROCKLAND,45548,36087,,18746,,15506,0.098130841
13,890,ST LAWRENCE,88121,36089,,32525,,29164,0.155523256
13,910,SARATOGA,60029,36091,,21104,,20855,0.128627451
13,930,SCHENECTADY,109363,36093,,41451,,44509,0.165203186
13,950,SCHOHARIE,21303,36095,,6669,,6608,0.145734597
13,970,SCHUYLER,13098,36097,,4457,,4106,0.118343195
13,990,SENECA,24735,36099,,7408,,8069,0.175377468
13,1010,STEUBEN,80627,36101,,27955,,27615,0.163237311
13,1030,SUFFOLK,110246,36103,,37561,,41178,0.13418197
13,1050,SULLIVAN,33163,36105,,12372,,11276,0.126025354
13,1070,TIOGA,24212,36107,,7901,,7391,0.162248144
13,1090,TOMPKINS,35285,36109,,11670,,12025,0.257161044
13,1110,ULSTER,74979,36111,,26170,,25406,0.120720721
13,1130,WARREN,31673,36113,,10715,,11183,0.178726483
13,1150,WASHINGTON,44888,36115,,15976,,15246,0.158388004
13,1170,WAYNE,48827,36117,,16549,,16562,0.171471927
13,1190,WESTCHESTER,344436,36119,,135916,,133091,0.19000819
13,1210,WYOMING,30314,36121,,10883,,10011,0.161385409
13,1230,YATES,16641,36123,,5270,,5162,0.227963526
14,0,PENNSYLVANIA,8720017,42000,,3680926,,3206464,0.108064653
14,10,ADAMS,34583,42001,,14872,,10600,0.137254902
14,30,ALLEGHENY,1185808,42003,,495858,,471060,0.12016026
14,50,ARMSTRONG,75568,42005,,35952,,25234,0.091356674
14,70,BEAVER,111621,42007,,47612,,43791,0.111829752
14,90,BEDFORD,38277,42009,,17877,,11523,0.157622739
14,110,BERKS,200854,42011,,78367,,72637,0.092018088
14,130,BLAIR,128334,42013,,55244,,46652,0.124378859
14,150,BRADFORD,53166,42015,,20075,,17148,0.18741751
14,170,BUCKS,82476,42017,,32330,,27873,0.134536505
14,190,BUTLER,77270,42019,,34538,,25832,0.156485356
14,210,CAMBRIA,197839,42021,,99619,,68357,0.090579324
14,230,CAMERON,6297,42023,,2794,,2056,0.107843137
14,250,CARBON,62565,42025,,29099,,22287,0.06662016
14,270,CENTRE,44304,42027,,19845,,14020,0.132482394
14,290,CHESTER,115120,42029,,45537,,40083,0.131467793
14,310,CLARION,36170,42031,,16674,,11025,0.097368421
14,330,CLEARFIELD,103236,42033,,52631,,31798,0.092952721
14,350,CLINTON,33555,42035,,14497,,11316,0.118724158
14,370,COLUMBIA,48349,42037,,20945,,16018,0.135261591
14,390,CRAWFORD,60667,42039,,22023,,19591,0.204204204
14,410,CUMBERLAND,58578,42041,,22438,,20165,0.1165524
14,430,DAUPHIN,153116,42043,,57862,,59281,0.117827595
14,450,DELAWARE,173084,42045,,66421,,70298,0.1315427
14,470,ELK,34981,42047,,16714,,11561,0.11172262
14,490,ERIE,153536,42049,,61718,,57216,0.159460977
14,510,FAYETTE,188104,42051,,94263,,64398,0.085575949
14,530,FOREST,7477,42053,,3562,,2168,0.123393316
14,550,FRANKLIN,62275,42055,,27238,,19791,0.124162145
14,570,FULTON,9617,42057,,4517,,2750,0.169625247
14,590,GREENE,30804,42059,,13140,,10209,0.178278689
14,610,HUNTINGDON,39848,42061,,18470,,12741,0.274071115
14,630,INDIANA,80910,42063,,40683,,26386,0.104818259
14,650,JEFFERSON,62104,42065,,31162,,18836,0.094170404
14,670,JUNIATA,14464,42067,,6455,,4257,0.144104803
