1,10,FAIRFIELD,150081,9001
1,30,HARTFORD,147180,9003
1,50,LITCHFIELD,53542,9005
1,70,MIDDLESEX,39524,9007
1,90,NEW HAVEN,209058,9009
1,110,NEW LONDON,76634,9011
1,130,TOLLAND,25081,9013
1,150,WINDHAM,45158,9015
1,0,CONNECTICUT,746258,9000
2,10,ANDROSCOGGIN,48968,23001
2,30,AROOSTOOK,49589,23003
2,50,CUMBERLAND,90949,23005
2,70,FRANKLIN,17053,23007
2,90,HANCOCK,37312,23009
2,110,KENNEBEC,57012,23011
2,130,KNOX,31473,23013
2,150,LINCOLN,21996,23015
2,170,OXFORD,30586,23017
2,190,PENOBSCOT,72865,23019
2,210,PISCATAQUIS,16134,23021
2,230,SAGADAHOC,19452,23023
2,250,SOMERSET,32627,23025
2,270,WALDO,27759,23027
2,290,WASHINGTON,44482,23029
2,310,YORK,62829,23031
2,0,MAINE,661086,23000
3,10,BARNSTABLE,29172,25001
3,30,BERKSHIRE,81108,25003
3,50,BRISTOL,186465,25005
3,70,DUKES,4369,25007
3,90,ESSEX,299995,25009
3,110,FRANKLIN,38610,25011
3,130,HAMPDEN,135713,25013
3,150,HAMPSHIRE,51859,25015
3,170,MIDDLESEX,431167,25017
3,190,NANTUCKET,3268,25019
3,210,NORFOLK,118950,25021
3,230,PLYMOUTH,92700,25023
3,250,SUFFOLK,484780,25025
3,270,WORCESTER,280787,25027
3,0,MASSACHUSETTS,2238943,25000
4,10,BELKNAP,20321,33001
4,30,CARROLL,18124,33003
4,50,CHESHIRE,29579,33005
4,70,COOS,23211,33007
4,90,GRAFTON,37217,33009
4,110,HILLSBOROUGH,93247,33011
4,130,MERRIMACK,49435,33013
4,150,ROCKINGHAM,49650,33015
4,170,STRAFFORD,38442,33017
4,190,SULLIVAN,17304,33019
4,0,NEW HAMPSHIRE,376530,33000
5,10,BRISTOL,11428,44001
5,30,KENT,26754,44003
5,50,NEWPORT,28552,44005
5,70,PROVIDENCE,255123,44007
5,90,WASHINGTON,23649,44009
5,0,RHODE ISLAND,345506,44000
6,10,ADDISON,22277,50001
6,30,BENNINGTON,20448,50003
6,50,CALEDONIA,23436,50005
6,70,CHITTENDEN,35389,50007
6,90,ESSEX,9511,50009
6,110,FRANKLIN,29755,50011
6,130,GRAND ISLE,3843,50013
6,150,LAMOILLE,12831,50015
6,170,ORANGE,19575,50017
6,190,ORLEANS,22101,50019
6,210,RUTLAND,45397,50021
6,230,WASHINGTON,29606,50023
6,250,WINDHAM,26547,50025
6,270,WINDSOR,31706,50027
6,0,VERMONT,332422,50000
11,10,KENT,32664,10001
11,30,NEW CASTLE,97182,10003
11,50,SUSSEX,38647,10005
11,0,DELAWARE,168493,10000
12,10,ATLANTIC,28836,34001
12,30,BERGEN,47226,34003
12,50,BURLINGTON,58528,34005
12,70,CAMDEN,87687,34007
12,90,CAPE MAY,11268,34009
12,110,CUMBERLAND,45438,34011
12,130,ESSEX,256098,34013
12,150,GLOUCESTER,28649,34015
12,170,HUDSON,275126,34017
12,190,HUNTERDON,35355,34019
12,210,MERCER,79978,34021
12,230,MIDDLESEX,61754,34023
12,250,MONMOUTH,69128,34025
12,270,MORRIS,54101,34027
12,290,OCEAN,15974,34029
12,310,PASSAIC,105046,34031
